text,sentiment
barang oke cuman proses pengiriman nya lambat tapi barangnya bagus,1
produk sesuai deskripsi. recommended seller,1
"packing rapi, barang sesuai deskripsi. mantap lah",1
"paket sudah diterima, terima kasih atas pelayanannya.",1
barang sesuai dengan spesifikasi dan berfungsi baik,1
akhirnya sampai juga. terima kasih,1
barang sudah sampai dengan selamat,1
"terbaik, kualitas bagus dan memuaskan",1
"mantap, barang sesuai besar banget ukuran.",1
produk sesuai dengan gambar,1
"mantap betul banget, silahkan pesan",1
"bagus, cepat barang sesuai",1
good produk. harga murah pengiriman cepat,1
"good dan berfungsi dengan baik, terima kasih",1
"saya selalu suka model yang cw atau centimeter. enak dipakai jalan kaki Ngomong-ngomong, seri ini agak beda ya ada sablon sih kartun lucu tapi hasilnya jadi kilap gapapa limited seperti begini biasanya tidak banyak berharga to collect",1
"sudah diterima dan good, semoga lancat terus orderannya agan",1
terima kasih kasih pesanan sudah diterima. saran kalau bisa produk yang tidak sudah ada selalu di pembaruan oke,1
sudah sampai tetapi Belum sempat buka om. Terima Kasih,1
barang original casio ada warranty card juga cocok buat kado seseorang haha. terima kasih,1
"sesuai, fast respons dan pengiriman",1
barang sampai 2 hari setelah pemesanan. kualitas premium,1
sudah diterima dengan baik hanya saja ukurannya pas banget bukan 6,1
"produk yang didelivary, sesuai dengan ditawarkan",1
produk ok. pengiriman cepat,1
sangat cepat dan barang persis contoh,1
terima kasih barang sudah di terima. respons cepat rekomendasi seller,1
barang sesuai cepat sampai,1
sepatu bagus sesuai pesanan sukses selalu wakai,1
"good, fast respons barang sesuai",1
"murah, cepat dan support dengan laptop saya",1
"barang sesuai ekspektasi, pengiriman cepat pemasangan mudah-mudahan",1
selalu puas belanja di di sini. cepat banget dikirimnya dan enak,1
terima kasih sudah di,1
"terima kasih paket sampai, ukuran dan warna sesuai deskripsi saya senang dipaketkan nya rapi.",1
Terima Kasih ya agan.,1
pengiriman tepat waktu terima kasih tambah sukses,1
barang sesuai pesanan dan sudah di coba berjalan lancar. terbaik seller cepat respons pengiriman nya,1
mantap. barang diterima dalam kondisi bagus dan sesuai jadwal Terima Kasih,1
"produk original, packing oke",1
"pesanan kedua, packing aman. barang sesuai deskripsi terima kasih recommended",1
produk sesuai deskripsi. pengiriman cepat sekali sudah 2 -nya beli disini: di sini,1
good seller. recommended,1
barang sudah sampai sesuai deskripsi dalam kondisi baik. Terima Kasih agan,1
"beli ke 2x, stiknya bagus",1
terima kasih. barangnya sudah di,1
terima kasih. semoga awet,1
"handphone yang di terima, tidak bisa pengisi daya",1
barang oke sesuai dengan spesifikasi,1
respons cepat. barang sesuai deskripsi busa cukup tebal semoga awet,1
berfungsi dengan baik,1
"terima kasih agan. barang yang Juragan dikirim berfungsi dengan baik sampai saat ini semoga sehat, sukses dan jaya selamanya",1
"kualitas bagus, tebal pengiriman cepat pelayanan baik",1
alhamdulillah barang cepat sampai,1
"nya cutting kecil. bagi yang panjang kakinya 5 centimeter seperti saya, sarankan ambil size di atasnya untuk model ini dibiarkan lebih nyaman seller responsif pengiriman cepat terima kasih ya",1
barang sesuai dengan pesanan dan pengiriman estimasi,1
barang cepat di terima. ukuran pas sesuai petunjuk,1
dibiarkan bintang yang berbicara,1
barangnya bagus dan sesuai dengan yang di gambar,1
oke. mantap agan,1
"mantap, sesuai deskripsi barang new",1
"barangnya sesuai dengan deskripsi, bisa menempel kuat di dashboard kulit jeruk dan sudah dipakai jalan tidak ada masalah",1
"sangat recommendation, puas pokoknya",1
terima kasih.,1
bagus. lalu jauh pakai tanpa keluhan Terima Kasih Anda,1
enak. recommended seller terbaik next pemesanan lagi deh terima kasih,1
barang sesuai spesifikasi. tapi belum saya coba,1
terima kasih agan,1
alhamdulillah pesanan diterima dengan baik dan aman hitungan jam. cepat sekali respons penjual juga sangat Terima Kasih oppo Terima Kasih tokopedia,1
responsnya cepat. packing aman,1
terima kasih barang sudah sampai,1
"barang baik melihat kondisi dan harga, suka original pengiriman tergolong cepat di mana untuk kota kecil di jawa tengah sekitar 4 hari baru coba sekali belum bermasalah semoga awet",1
"mantap sesuai pesanan, smpga awet",1
"packing baik, semoga bisa tahan lama",1
pakunya kuat. barang asli sesuai dengan foto,1
"barang sudah di terima, bagus packing rapi terima kasih pelayanan nya",1
"pesanan sesuai deskripsi, pengiriman cepat",1
"barang sesuai deskripsi, pengiriman cepat",1
okelah.,1
"Terima Kasih agan, barang udah diterima dengan baik. sukses selalu",1
terima kasih paketnya sudah sampai dari kemaren,1
"terima kasih, barang sudah kami terima dengan baik.",1
enak banget mantap,1
celana nya nyaman tapi kalau bisa sakunya ada 2. kiri dan kanan agar balance simpan sesuatu di saku terima kasih sukses maju terus,1
"pengirimannya cepat, produk ok.",1
barang sesuai dan berfungsi dengan baik,1
anak saya senang dan langsung pakai sekolah hari ini. Terima Kasih Anda,1
"kabel kurang panjang saja sih, selebihnya usb port berfungsi normal.",1
"barang diterima sesuai dengan pesanan, hanya belum coba dipakai.",1
"ukuran dan warna produk sesuai dengan deskripsi yang dijual, recommendation.",1
"produk sesuai, kulitnya asli. sayangnya tidak ada garansi",1
Terima Kasih sepatunya sudah diterima.,1
sesuai dengan gambar Terima Kasih,1
"barang sudah samape dan bagus, nanti mau beli lagi terima kasih",1
bagus terima kasih,1
"pengiriman cepat, harga cocok terbaik",1
juoss bingitss recommended,1
terima kasihh.,1
udah beberapa kali saya beli di celana disini. hasilnya sangat memuaskan bahannya bagus harga murah,1
terima kasih.,1
siap agan.,1
"barang bagus sesuai pemesanan, packing aman pengiriman tepat waktu.",1
barang mantap berfungsi baik semoga awet. senang belanja di tokonya agan terima kasih,1
barang sesuai dengan yang di foto dan pengirimannya cepat. good seller,1
terima kasih agan. harga sesuai produk lain kali etalasenya lebih lengkap semoga tambah sukses,1
terima kasih bos barangnya sudah datang,1
sangat bagus dan cepat sampai paketnya,1
ukuran adapun warna sesuai deskripsi pengiriman cepat,1
sip produk joos,1
"suka. makanya beli lagi total sudah punya 6 buah suami bilang model dan bahan bagus, nyaman dipakai warnanya oke respons penjual mengirimkan barang super cepat",1
entahlah udah pesanan ini berapa kali ketagihan enak banget sih,1
Terima Kasih saya.,1
sudah sampai dengan selamat,1
kartu nya lengkap seru banget game harga kompetitif,1
barang ok. pengeriman respons penjual terbaik,1
mantap. sudah langganan,1
barangnya sesuai gambar mungkin ukuran agak kekecilan.,1
paket sudah diterima agan.,1
mantap puas kali. gurih bnget entr mau pesan lagi kesukaan,1
barangnya bagus kualitas ok. packing rapi Terima Kasih kk,1
"enak, murah rapi cuma proses dan respons seller lama",1
pengiriman cepat. lumayan,1
tampilan setting sangat user friendly dan repeater berfungsi dengan baik,1
"oke done, barang bagus pelayanan. terima kasih",1
mantap agan. cepeet,1
"Terima Kasih bos barang sudah diterima langsung pemasangan joss, mantap",1
"barang deh sampai, mantap. respons ok terima kasih agan sukses terus jualnnya",1
"seperti biasanya, sesuai pesanan barang original terbaik seller.",1
"barang bagus, sesuai waktu estimasi casingnya longgar untuk posisi holder",1
"kondisi barang bagus, pengiriman cepat terima kasih pelayanannya",1
"kualitas mantap, harga murah pengiriman cepat. terima kasih",1
buat axio cjm pas sesuai warna bodi,1
"pemesanan ke 2, tetap tidak mengecewakan kurang dari jam sp tujuan. terima kasih",1
sesuai yang diinginkan,1
"barang sesuai fhoto, bagus sznya pas",1
"barang aman sesuai gambar packing juga, respons penjual cepat banget kiriman juga sampainya. bagus up untuk seller Terima Kasih",1
packing baik. cepat sampai barang sesuai pesanan,1
"barang sesuai, dikemas rapi dan aman",1
. sesuai terbaik,1
"Terima Kasih seller, paketnya sudah diterima sesuai deskripsi. exp jauh",1
"positive produk, sesuai deskripsi",1
barang sesuai pengiriman cepat Terima Kasih,1
bagus barangnya sesuai pesanan. pengiriman cepat,1
"barang ok, pengemasan rapi",1
bagus barangnya berfungsi dengan baik,1
"tepat waktu, packing oke",1
barang ok banget. siap,1
barang sesuai deskripsi. pengiriman cepat Terima Kasih,1
"barang bagus, dan sesuai dipic Terima Kasih",1
terima kasih bapak bos barangnya sudah di.,1
terima kasih barang sudah ketrima. jamnya ternyata kecil tetapi gpp lah ada discountnya juga jadi sesuai harga,1
"terima kasih bos,",1
terima kasih bos barang sudah sampai. sesuai harapan,1
respons cepat dan andalan.,1
"barang sudah diterima, terima kasih.",1
sesuai pesanan dan original,1
barangnya mantap rasanya,1
mantap. pengiriman standar nya jasa yang di pakai packing aman respons baik,1
"pengiriman cepat, harga mantap packing rapi. recommended seller",1
barang oke. packing baik,1
"packing rapi, suka barang bagus banget semoga awet",1
tepet anet balang nya campe. emesh,1
bagus banget sesuai gambar,1
chargernya sudah sampai agan. sudah dicoba dan berfungsi dengan baik Terima Kasih,1
bagus barangnya. tapi pengiriman lama sekali,1
"berfungsi dengan baik, mudah-mudahan mudah-mudahan awet ya",1
respons seller cepat. packing rapi Terima Kasih ya,1
enak dimakan sama emi,1
barang sesuai pesanan tidak ada cacat,1
"pengiriman cepat, dikemas dengan baik harga murah dan original. Terima Kasih",1
alhamdulillah barang sampai dan sesuai dengan deskripsi produk. sukses terus ya agan,1
pakingya rapi. untuk bednya saya belum pakai,1
terbaik bangett lambat respons dan barangnya bagus. cepat juga sukses selalu,1
pas sampai pas barangnya.,1
"berfungsi dengan baik, normal",1
"mantap, barang sesuai pesanan.",1
"pengiriman cepat, packing rapi",1
thannk Anda,1
terima kasih barang sampai dengan selamat,1
"terima kasih paket sudah sampai dengan selamat, dan di pemasangan langsung cocok.",1
"ini resmi note 4 bukan 4x, tadi tanya ke counter handphone disini: di sini tetapi gpp",1
barang dan isinya sesuai pesanan,1
"puas sekali, memang tidak lama sampai tapi kemarin baru sekarang kasih ulasan. kurir ramah dan baik terima toko pedia",1
udah beli saja rasa terbukti enak kok,1
barang sudah diterima agan mantap. recommended deh,1
"udah langganan di di sini, baksonya enak. pengiriman juga cepat",1
"terima kasih paket telah saya terima sesuai gambar,",1
terima kasih banyak.,1
"barang bagus respons penjual cepat, packing aman tetapi sayang kiriman lama saya puas",1
terbaik untuk yang paham brand ini sih,1
"asli samsung, pelayanan sangat baik",1
produk sesuai dengan deskripsi.,1
"mantap spidolnya, jadi tidak hilang tulisan walau tulisannya di masukkan kulkas plastik air susu ibu",1
terima kasih banyak,1
"holder baik, pas untuk nmax dan pemaketan lumayan rapi.",1
"terima kasih paket sudah diterima dengan baik, sukses selalu ya",1
"matur matur nuwun, barang sudah sampai. tapi belum dicoba semoga cespleng dan awet",1
kalau digoreng enak,1
barang bagus keren cepat Terima Kasih,1
"produk sesuai gambar, untuk harga segini kualitasnya ok. recommended seller",1
pesanan sudah sampai agan dengan baik terima kasih,1
menggunakan bahan alami. tidak memicu alergi tanpa pengawet,1
bagus dan cukup puas tingkatkan mutu barang anda,1
produk sesuai deskripsi adapun berfungsi dengan baik,1
diterima dalam kondisi yang baik. good,1
produk sesuai deskripsi. terima kasih,1
original. penjual ramah pengiriman cepat,1
respons cepat dan barang berkualitas baik.,1
terima agan barangnya sudah sampai,1
"pengiriman cepat, respons juga. empingnya bagus kualitasnya terima kasih ya",1
"sausnya mantap dan tidak pelit, buahnya juga segar macem definitely tidak going to be yang last purchase",1
barang sudah di terima. terima kasih,1
"produk bagus, pengiriman cepat",1
"pengiriman cukup cepat, barang sesuai harapan",1
"bagus, sesuai dengan pesanan. semoga sukses selalu",1
"kualitas dan akurasi produk memuaskan, terima kasih",1
mantap lah barang nya. sesuai pesanan cepat sampai tidak penyesalan beli di toko ini hatur nuhun,1
"pengiriman cepat, bahan nya enak",1
good. Terima Kasih,1
original siap.,1
cepat banget dikirimnya kemarin maghrib baru pesanan terus pagi ini udah sampai. padahal pesannya lumayan banyak  haha terima kasih bearlybaker,1
"seller fast respons, gemblongnya empuk dan enak",1
"enak, langsung ludes padahal makan berdua.",1
terima kasih agan. barang diterima dlm kondiri baik,1
senang banget belanja di toko ini sellernya ramah fast respons dan sangat membantu untuk nasi briyani nya enak tidak usah diragukan lagi. Rekomendasi pokoknya,1
"tengah malam joystick lama rusak, subuh pesan bangun siang udah ada yang baru. manteep banget",1
barang nya berfungsi dengan baik mantap lah pokoknya,1
barang sesuai gambar mudah-mudahan awet karena yang pakai bapak saya,1
"harga kaki lima, rasa bintang pelayanan tujuh",1
terima kasih. oke lah pokoknya nya,1
barangnya sudah diterima dengan baik. terima kasih untuk prosesnya yang cepat,1
cepat dan bagus.,1
"tingkatkan lagi kecepatan agan, Terima Kasih",1
terbaik. mnt setelah pesan langsung di respons,1
"barang sudah datang, semoga awet di pakai terima kasih.",1
barang sesuai pesanan dan diterima tepat waktu,1
"awalnya langsung pesan tanpa saya tanyain ketersediaan stok. eh trnyata lagi kosong dan sudah terlanjur pesanan untungnya sellerny cepat tanggap ramah, ditawarkan produk spesifikasi yang sama tetapi beda merek selisih harga rupiah saja itu dikasihin lagi ke pas pengiriman barangnya keren bung dibiarkan seribu juga dikembaliin ya haha recommended seller p",1
barangnya sesuai harga terima kasih,1
recommended lah ya.,1
"sudah terima agan, kualitas oke seperti jam tangan mahal",1
"delivery cepat, simple settingnya",1
bagus baru pertama kali beli tapi sudah pernah lihat barangnya dari rekomendasi teman,1
terima kasih. barang sudah sampai jumlah sesuai pesanan packing rapi,1
mantap sekalo saya.,1
"terima kasih atas pelayanan nya, sangat memuaskan.",1
"cepat merespons, dan mengirimkan pesanan. barangnya pun sesuai dengan deskripsi nya kualitas baik recommended seller",1
"barang bagus, pelayanan ok terima kasih.",1
cantiik kertas kadonya. packaging ok dan deliverynya juga mantap lah bakal langganan di toko ini,1
barang sesuai pesanan. lancar siap,1
"siap, oke bapak",1
barang bagus sesuai deskripsi. mungkin ke depannya pelayanan bisa ditingkatkan lagi,1
"barang sesuai dengan deskripsi, semoga awet",1
paket di terima dengan baik. Terima Kasih,1
respons seller ok. barang sesuai deskripsi dan mudah-mudahan pemasangan sejauh ini puas saran membangun untuk stik ps bawaan bisa ditingkatkan atau ada pilihan upgrade overall berharga harga segini pengiriman tiba jadwal meskipun di akhir?,1
barang sampai dengan selamat dan sesuai. terima kasih,1
imei terdaftar di kemenperin barangnya original? penjualnya ramahbanget mulus proses pesanan cepat berfungsi dengan baik packaging rapi ada garansi ibox,1
"nah kalau hari ini baru datang tas, bukan kemarin agan. sprtinya laporannya tertukar dengan banget saya konfirmasi kedatangan malah tidak bisa",1
oke sudah sampai terima kasih.,1
ok cepat sesuai. jos maju terus,1
"sudah diterima dengan baik, terima kasih",1
bagus aku suka sepatunya. Terima Kasih,1
dibiarkan bintang berbicara.,1
Terima Kasih Kakak. mantap,1
produk original dengan respons cepat dari penjual. terbaik seller,1
lumayan jernih. mantap Terima Kasih agan,1
packing nya rapi.,1
"sudah di tes, barang berfungsi dengan baik.",1
terbaik markotop deh pokoknya,1
"bagus produk nya, cuma tidak puas sama yang anter gojeknya. dia nyasar malah marah ke saya next waktu tolong ditanyain dulu gosend tahu jlnnggak terima kasih untuk",1
barang bagus buat harga segini.,1
keren respons cepat barang sampai,1
bagus. langsung dipakai,1
"sesuai gambar dan deskripsi, semoga tahan lama",1
barangnya bagus. seuai dengan harganya,1
ok lah. terima kasih agan,1
"karetnya sesuai dan sudah diterima, cuma packing-nya kurang baik sehingga kemasannya terlipat di beberapa sudut. semoga untuk berikutnya packing lebih agar tidak mengalami cacat ekspedisi terima kasih",1
good p pengiriman cepat dapt di andalkan,1
barang sesuai pesanan adapun packing rapi,1
"barang sudah di terima dengan baik dan rapi, suara nya oke. Terima Kasih",1
barang oke dan sesuai pesanan. semoga tidak ada masalah Terima Kasih Anda,1
maaf baru konfirmasi. udah dipakai buat print recommended seller,1
produk ok sesuai pesanan. pengiriman juga cepat terima kasih agan,1
barang sesuai dengan gambar. packing sedikit kurang rapi,1
"respons, proses seller cepat pengepakan rapi barang bagus sesuai deskripsi centimeter warna yang diberikan kurang bervariasi",1
mantap agan.,1
pesan yang krem tetapi habis. jadi ganti brown seller info dengan baik agak besar nyaman terima kasih,1
keren dan bagus bikin pembeli puas,1
"produk mudahan bagus, pelayanan sangat fast respons ramah rekomendasi pokoknya",1
"barang sesuai pesanan, Terima Kasih agan.",1
"bagus pelayanannya, cepat.",1
"barang mantap, seller ramah good lah pokoknya",1
"pelayanan memuaskan, barang cepat sampai jahitan lumayan bagus tapi setelah saya pakai beberapa kali karet mulai sobek cukup oke untuk harga yang sangat murah",1
terima kasih barang sudah sampai. barang sesuai dan murah,1
"pengiriman cepat, Terima Kasih",1
"barang lumayan, respons cepat ongkos kirim 2 kilogram",1
"pengiriman cepat, packing rapi",1
"barang sesuai deskripsi, berharga itu dengan harganya. berjalan baik alhamdulillah semoga awet",1
"bagus, pas di kaki modelnya saya suka.",1
terima kasih pemesanan sudah sampai,1
"sesuai deskripsi, respons pengiriman cepat",1
"kualitas mantap jiwa. respons penjual kalau masalah kecepatan barang sampai menurut saya relatif karena cepat lamabtnya tidak lepas dari kurir sendiri, tapi mengirim saran perbanyak motif warna dan logo celana selebihnya",1
terima kasih.,1
"packing super baik. di bungkus plastik 2 kali, lalu wrap dengan lakban rapi respons penjual cepat terima kasih",1
"barang sudah di terima pelanggan saya, terima kasih",1
"barang size standar Indonesia. tidak pas banget di kaki tanpa kaos, pengiriman super cepat hanya sehari padahal reguler ok",1
"mantap agan terima kasih sebenarnya barang udah sampai 1 hari sesudah pemesanan tapi tidak ada orang yang menerima, Terima Kasih Anda",1
barang sesuai pesanan mantap.,1
packing rapi. respons juga cepat terima kasih,1
bagus dan puas banget sama barang dan cara packing nya,1
one word mantap.,1
terima kasih sudah tiba barangnya meskipun kurir-nya sedikit lambat,1
barang sudah datang dan bekerjw sesuai harapan Terima Kasih untuk,1
"muantabs barangnya, mantap tokonya",1
sayang per nya kurang bagus.,1
"barang udah saya terima, respons cepat sukses buat warung olah raga surabaya kasih.",1
"barang sudah diterima dengan baik, walau pun sempat terjadi sedikit keterlambatan yang diakibatkan perusahaan pengiriman di mana bukan masalah penjual bungkus nya rapi sekali sesuai spesifikasi Terima Kasih respons sangat",1
lumayan dengan barang dan harganya.,1
mantap. barang juga sesuai dengan harapan recommended seller,1
produk sudah ditest dan berfungsi dengan baik.,1
enak banget pasti pemesanan lagi,1
"fast respons, sesuai pesanan kualitas bagus semoga makin berkah",1
proses pesanan cepat. terima kasih,1
fast respons. terima kasih deh boleh tukar barang yang salah pesan recommended seller,1
mantap. ada dua drat ternyata ok banget buat atur posisi,1
packing rapi. barang belum dicoba semoga memuaskan,1
barang ini recomenned,1
layanan cepat barang original memuaskan terima kasih,1
mantap ciammiik,1
penjual mantap barang sesuai,1
cepat sesuai dengan deskripsi trusted,1
"mantap barang original, packing oke harga promo muraj sering saja ya",1
sesuai pesanan. terima kasih,1
recommended seller ini,1
cool watch ever. terima kasih kakak,1
"oke. , barangnya",1
chargernya oke. tidak ada masalah sih siap sudah,1
terima kasih udah sampai,1
"respons seller cepat, pengiriman packing rapi produk bagus",1
"barang sampai tujuan, dan berfungsi sesuai harapan",1
pengiriman cepat Terima Kasih untuk bata,1
"good dan fast responds, cepat sampai",1
"barang sesuai pemesanan, kecuali warna nya dong salah dikirim bagus cepat sampai",1
barang sesuai dengan yang di janjikan. mantap,1
"kualitas barang cukup bagus, sudah sering belanja di toko ini kemasan sederhana",1
bintang 5 dong. saya suka modelnya elegan nyeleneh ada kuningnya cinta itu terima kasih,1
terima kasih banyak bapak.,1
barang cepat terkirim ok bngit,1
barangnya sangat baik. packing rapi dan respons cepat terima kasih,1
kimchinya enak segar. cocok buat pendamping makanan,1
barangnya cepat sampai sesuai pesanan. terima kasih ya,1
packing-nya mantap sih,1
"sangat mudah-mudahan di setting, bisa sebagai wifi router juga berfungsi range extender untuk eksisting. penjual cepat merespons dan mengirimkan mantap",1
"barang sesuai, terima kasih",1
cinta jam tangan gaya militer biden. wife saya mendapatkannya untuk sebagai hadiah,1
tidak diragukan lagi kualitasnya,1
"respons sangat lah cepat, bagus.",1
"enak. pesan bayar menjelang, sebelum jam1 semua pesanan sudah tiba jarak sekitar 1km",1
terima kasih barang sudah sampai agan. sesuai pesanan,1
kakinya gampang diatur. berfungsi dengan baik kualitas sesuai harga,1
"mantap dettol. packaging super aman, pakai air bagian prosesnya cepat wanginya enak",1
seller sangat responsive,1
"sesuai deskripsi, respons cepat dan memuaskan.",1
"barang sudah diterima, sesuai deskripsi bagus.",1
"material nya ok, sesuai dengan pesanan Terima Kasih ya",1
barang sudah sampai dengan selamat,1
"recommended seller barang udah sampai, packing rapi sesuai deskripsi Terima Kasih ya",1
"suka banget, udah beberapa kali pesan tidak pernah kecewa sayang pemesanan terakhir kena zonk sama jasa pengirimannya barang lama dijalan",1
"puas banget, bagus terima kasih ya",1
saya skamptamagoo is yang best deh pokoknya nya,1
puas. kualitas ok,1
Terima Kasih agan. barang nya sudah sampeb bagus lah barangnya,1
"barang sudah diterima, pengiriman cepat. belum dicoba semoga tidak ada masalah",1
"mantap, sudah belanja disini 2 -nya",1
"item ke dua, terahir November",1
layanan bagus kualitas,1
"sudah dipasang, mantap semoga awet pelayanan cepat",1
"barang sesuai pesanan, sementara pemakaian bagus",1
cepat pengiriman fast respons dengan tinta asli,1
barang sampai packing sangat rapi semoga nya lancar jaya,1
biarlah bintang yang menjadi saksi.,1
"terima kasih, saya puas sekali",1
lontongnya lembut dan enak dimakan pakainopor,1
mantap fast respons terima kasih,1
puas belanja di di sini. pengiriman cepat,1
barang nya sudah diterima keadaan baik dan fungsional,1
sesuai pesanan. ya,1
"mantap. , sangat nyaman untuk pemula seperti saya",1
oke sesuai sama pesanan,1
"terima kasih, sudah diterima dengan baik.",1
produk yang dikirim sesuai pesanan dengan kondisi yang sangat baik. pengiriman juga cepat terima kasih,1
"mantap, respons dan pengiriman cepat terima kasih",1
"pengiriman cepat, barang bagus mantap.",1
sesuai despkipsi bagus,1
"barang sudah diterima bagussesuai, terima kasih.",1
"pengiriman cepat, barang bagus. terima kasih agan",1
sudah terima barang nya. terima kasih,1
"sesuai expestasi bos, barang mantap",1
"kualitas nya baik sekali, packing juga rapi banget dan fast respons. sukses terus ya barang sesuai gambar",1
"jam berfungsi dengan baik, semoga awet.",1
"barang ok, sambungan pipa respons penjual.",1
bagus packing rapi ke sangat akmj,1
cepat dan barang bagus,1
"original, asuransi TAM puas. bintang bicara",1
pengiriman cepat.,1
"adaptor chargernya sangat cocok di lenovo yoga 3, pengiriman cepat dan packing aman. mantap lah",1
"barang sesuai pesanan, kiriman cepat",1
"produk bagus, pengiriman cepat",1
"terima kasih agan, barang sudah sampai",1
"seller fast respons, pengirimannya juga cepat.",1
bagus dan nyaman dipakai. respons good,1
"fast respons, barang juga sudah mendarat. sudah dicoba berfungsi dgb baik recommended sukses terus",1
cepat sampai tetapi belum di coba,1
"sesuai gambar. cuma pengiriman agak lama, mungkin karena tokonya rame banget overall suka",1
produk sesuai dengan pesanan. kalengnya tidak penyok expirednya sampai 202,1
barang sesusai description fast respons,1
kualitas sesuai harga lah ya. tapi secara keseluruhan bekerja dengan baik point plus banget buat seller yang cepat banget ngerespon sukses terus,1
produk dan layanan bagus serta terpercaya,1
barang sudah diterima dengan baik. terima kasih,1
"baru di coba. , semoga lancar adapun a wet bos",1
"packing aman, barang sesuai deskripsi. mantap lah pokoknya maaf agak telat merespons agan",1
barang sudah diterima dan sesuaindengan pesanan.,1
pesanan sesuai dengan gambar pengiriman cepat terima kasih.,1
"cepat sampai, toko recommend. respons sangat baik dan",1
barang sudah di terima. kasih,1
bahannya adem. tidak ketat cocok banget untuk bayi,1
"respons cepat, barang sudah diterima bagus oke dan working. tapi sedikit komplain dari buyer kabel buat mengisi daya tidak berfungsi terima kasih",1
harga sebanding dengan kualitas. oke bisa berfungsi baik,1
"pokoknya terbaik dee, kita beli terus",1
mantap. ini keringat sampai netes keluar dari lubang lengan dan kaki sedemikian banyaknya cuma memakainya agak susah karena karet nya kencang banget  haha mau beli lagi ah buat mama,1
barang sesuai deskripsi dan harga,1
tokopedia lebih baik dari pada bukalapak,1
layanan yang sangat cepat dan produk sesuai deskripsi.,1
saya puas dengan produknya,1
pelayanan cepat dan baik sekali,1
harga sesuai dengan kualitas mantap.,1
"cakep, .",1
"barang lumayan, pengiriman cepat",1
terima kasih agan barang sudah sampai tujuan. mantap sangat berguna untuk saya,1
"barang sesuai dengan deskripsi, di tes ok recommended seller sukses agan.",1
barang nya pas dengan yang di foto. asli bagus,1
mantap. barang oke banget suka komentar ini,1
terima kasih.,1
sangat cepat respons dan packing juga rapi. mantaph agan semoga barangnya asli soale now susah bedain,1
"siph. mantap, easy to use untuk children",1
proses cepat tapi gosend nya baru dikirim bsknya. kualitas sesuai harga terima kasih,1
"barang sudah diterima dengan baik dan lengkap sesuai pesanan, terima kasih.",1
barang diterima Terima Kasih,1
bagus banget mainan nya anak aku suka,1
"barang sampai dengan selamat, sesuai deskripsi seller fast respons",1
"sandal bagus, pengiriman cepat. terima kasih",1
"barangnya sudah saya terima, dan pas. kasih",1
sudah diterima. terima kasih,1
"barang Rekomendasi, cuma sayang di kurir nya lambat kalau bisa tambah lagi pilihan dibiarkan semakin joss",1
"barang sesuai pesanan, respons pengiriman cukup cepat",1
"barang sudah diterima, sedang di tes.",1
"bagus jamnya, sesuai gambar. sukses ya",1
mantap fast delivery langganan terus tiap bulan?,1
"respons ok, barang Terima Kasih berat agan",1
pas sesuai ekspektasi,1
terima kasih.,1
mantap terasa durian medan nya,1
pas. cocok sesuai dengan gambar dan deskripsi,1
"kualitas barang ok, tapi terlanjur kecewa sama respons dan ditanggung jawab penjual pemesanan pakai paket ya tetapi malah dikirim regular",1
barang sudah diterima dengan baik dan sangat cepat. terima kasih,1
bagus original banget dan cepat pengiriman barang nya Terima Kasih,1
barang ok tetapi agak lambat respons.,1
"barang bagus, packing cukup kurir ramah",1
barang telah diterima sesuai pesanan.,1
"Terima Kasih agan. barang sudah sampai, isi straplesnya sudah patah rejectn sprtinya semoga bermanfaat makin laris lapaknya terima kasih",1
"sangat Rekomendasi, packing bubble wrap banyak meskipun pemesanan seharga cebann baik",1
"sudah di terima kiriman dengan sukses, . mogaaman jaya",1
"barang qulitas baik, bahan tebal. tidak ada cacat recommended",1
selalu suka belanja lemon di di sini. packing bubble wrapnya tebal banget,1
"sesuai gambar, barang original",1
"barang sesuai, pengiriman cepat mantap",1
sudah terima pesanan dengan packing yang rapi,1
warna sesuai penanggung jawab cantik,1
pakaging cuma plastik nornal semoga awet,1
mantul barangnya,1
"kiriman cepat seperti biasanya, produk sesuai deskripsi.",1
barang sesuai gambar.,1
mantap. udah sampai bafangnya Terima Kasih ya,1
"maaf baru rate, barang nya bagus. pelayanan oke mantap",1
enak saladnya. creamy kuahnya seller ramah sampainya juga tepat waktu terima kasih banyak ya anak saya suka salad nya,1
"terima kasih, ring basketnya sesuai dengam keperluan anak saya.",1
puas dan kualitas bagus.,1
"sesuai ekspektasi, good. recommended seller",1
fast respons langsung dikirim,1
terima kasih.,1
garcep. segar,1
delivery dan respons cepat. recommended seller,1
proses cepat. terima kasih,1
terima kasih bossku. sangat cepat barangnya tiba kualitas barang oke,1
barang sesuai dengan spesifikasi,1
"barang sih ok, paket rapi pengaktifannya juga gampang tetapi masalah di jne nya dikirim tgl: tanggal terima malam padahal kurir 2 sudah masuk kerja komplain ttp saja masih lama",1
"barang bagus, sesuai gambar. mannttap kalau boleh saran tambah warnanya donx sukses agan",1
barang sudah diterima agan terima kasih banyak,1
ntaps agan.,1
barang sampai dengan selamat dan sesuai pesanan yang dipesan.,1
barang telah saya terima. terima kasih,1
"pengiriman cepat, packing oke. yaudalah begitu saja pokoknya",1
